1020454	Las Tiendas Cancun	Cancun	Quintana Roo	Mexico	454	10.127.8.	1..5
1020455	Punto Atizapan	Atizapan	Estado de Mexico	Mexico	455	10.116.44.	1..5
1020456	Lago Real	Bahia de Banderas	Nayarit	Mexico	456	10.107.1.	1..7
1020457	Patio Universidad	Ciudad de Mexico	Ciudad de Mexico	Mexico	457	10.117.23.	1..10
1020458	Patio Santa Fe	Ciudad de Mexico	Ciudad de Mexico	Mexico	458	10.117.24.	1..12
1020461	Plaza Parque Jardin	Ciudad de Mexico	Ciudad de Mexico	Mexico	461	10.117.26.	1..8
1020462	Plaza Rio Nilo	Tonala	Jalisco	Mexico	462	10.109.16.	1..12
1020463	Gran Terraza Belenes	Zapopan	JalIsco	Mexico	463	10.109.19.	1..8
1020464	Paseo San Francisco	San Francisco del Rincon	Guanajuato	Mexico	464	10.110.14.	1..6
1020467	Paseo La Paz	La Paz	Baja California Sur	Mexico	467	10.97.4.	1..5
1020468	La Pajarita	Tijuana	Baja California Norte	Mexico	468	10.96.7.	1..5
1020469	Las Americas	Lazaro Cardenas	Michoacan	Mexico	469	10.115.10.	1..9
1020470	Nuevo Sur	Monterrey	Nuevo Leon	Mexico	470	10.103.20.	1..11
1020474	Galerias Zacatecas	Zacatecas	Zacatecas	Mexico	474	10.105.1.	1..12
1020484	El Dorado Veracruz	Veracruz	Veracruz	Mexico	484	10.120.12.	1..10
1020485	Plaza Chedraui Tlajomulco	Tlajomulco de Zuñiga	Jalisco	Mexico	485	10.109.17.	1..5
1020486	Via Vallejo	Ciudad de Mexico	Ciudad de Mexico	Mexico	486	10.116.48.	1..10
1020512	La Plazoleta	Cienega de Flores	Nuevo Leon	Mexico	512	10.103.17.	1..5
1020513	Plaza Cadereyta	Cadereyta	Nuevo Leon	Mexico	513	10.103.15.	1..5
1020514	Plaza Citadina	Reynosa	Tamaulipas	Mexico	514	10.104.9.	1..5
1020515	Altea Linares	Linares	Nuevo Leon	Mexico	515	10.103.18.	1..5
1020516	San Jeronimo	Puebla	Puebla	Mexico	516	10.119.10.	1..5
1020517	Plaza San Francisco	Ciudad Hidalgo	Michoacan	Mexico	517	10.115.12.	1..5
1020518	Jojutla	Jojutla	Morelos	Mexico	518	10.118.3.	1..5
1020520	VIP Cumbres	Monterrey	Nuevo Leon	Mexico	520	10.103.5.	15..18
1020525	Town Center Nicolas Romero	Nicolas Romero	Estado de Mexico	Mexico	525	10.116.40.	1..9
1020527	Centro Comercial Altacia	Leon	Guanajuato	Mexico	527	10.110.13.	1..10
1020528	La Victoria	Queretaro	Queretaro	Mexico	528	10.111.12.	1..10
1020529	Plaza Emiliano Zapata	Emiliano Zapata	Morelos	Mexico	529	10.118.4.	1..5
1020542	La Joya	Silao	Guanajuato	Mexico	542	10.110.12.	1..6
1020543	VIP Galerias Pachuca	Pachuca	Hidalgo	Mexico	543	10.112.2.	16..19
1020544	Galerias Campeche	Campeche	Campeche	Mexico	544	10.125.1.	1..8
1020545	VIP El Dorado Veracruz	Veracruz	Veracruz	Mexico	545	10.120.12.	11..16
1020560	Antea Queretaro	Queretaro	Queretaro	Mexico	560	10.111.9.	1..10
1020561	Chedrahui Macuspana	Macuspana	Tabasco	Mexico	561	10.123.8.	1..5
1020563	La Plazoleta Garcia	Garcia	Nuevo Leon	Mexico	563	10.103.25.	1..5
1020564	Los Cedros Jiutepec	Jiutepec	Morelos	Mexico	564	10.118.6.	1..5
1020565	Plaza Comercial Apizaco	Apizaco	Tlaxcala	Mexico	565	10.113.3.	1..7
